cluster,key word,response,processed response
9,pdf,"The PDF material, instead of using PDF they should use more video content. ",pdf materi instead use pdf use video content
9,foreign,"I would use more personal approach, directly with student and lecturer interaction (using foreign language for example)",would use person approach directli student lectur interact use foreign languag exampl
9,unnecessari,"I would make the lectures shorter because there's so much useless and unnecessary stuff. My degree is a craft trade, which you can't learn by reading and writing, so we don't normally have anywhere near this many lectures and written assignments. However, now those are all we can do remotely. I think it's unnecessary (filler work) because we would never dive that deep in the topics if it wasn't for corona.",would make lectur shorter there much useless unnecessari stuff degre craft trade cant learn read write dont normal anywher near mani lectur written assign howev remot think unnecessari filler work would never dive deep topic wasnt corona
9,technic,So that it would be easier for the students to interact and get the attention of the professor without ie technical problems. ,would easier student interact get attent professor without ie technic problem
9,learn,"I would like to have more opportunities for interaction with the instructor and other students, because it would make me more motivated to learn. Without interaction, the subject I’m supposed to learn doesn’t feel as important. ",would like opportun interact instructor student would make motiv learn without interact subject i’m suppos learn doesn’t feel import
9,professor,If we have questions we have to upload them to a place where every student sees them as well as the professor. I don't feel comfortable doing that so I'd rather ask the questions anonymously or just from the professor,question upload place everi student see well professor dont feel comfort id rather ask question anonym professor
9,materi,I would upload more material to Moodle since other physical course material such as books are not available at the time.,would upload materi moodl sinc physic cours materi book avail time
9,mayb,Maybe more time for questions,mayb time question
9,cant,Cant think of anything,cant think anyth
9,structur,the structure,structur
9,comit,Teachers more comitted,teacher comit
9,3hlectur,Having 90 minutes instead of 3h-lectures would contribute to be more concentrated. ,90 minut instead 3hlectur would contribut concentr
9,exampl,I would enjoy more interaction between students (break out groups for example) and with professors (being able to ask questions easily for example). Some of my professors did this and I found that it made staying engaged in 2 hour long zoom sessions while in a room alone easier.,would enjoy interact student break group exampl professor abl ask question easili exampl professor found made stay engag 2 hour long zoom session room alon easier
9,oblig,I would have liked it if the professors asked us to turn on the camera because it would have obliged me to actually listen to what they are saying,would like professor ask us turn camera would oblig actual listen say
9,alway,I would enjoy having more interaction with the teacher: asking questions is not always easy (I don't always know when I'm allow to speak). The courses would be therfore more engaging and interactive. ,would enjoy interact teacher ask question alway easi dont alway know im allow speak cours would therfor engag interact
9,hour,It takes to much time on a day (~7 to 8 hours)... it’s difficult to work for an other 3 to 4 hours on our own ,take much time day 7 8 hour it’ difficult work 3 4 hour
9,turn,Everyone has to turn on cameras.,everyon turn camera
9,night,I wish they would accommodate different time zones for international students as they are badly missing out on lectures or having to take them in the middle of the night. Would be nice to do separate lectures for those who have had to go back to their homes across the world.,wish would accommod differ time zone intern student badli miss lectur take middl night would nice separ lectur go back home across world
9,exercic,Make it less of the professor reading the pdf that was given to us and more interaction+more time to actually search the exercices (math exercices) when we're doing them on discord,make less professor read pdf given us interactionmor time actual search exercic math exercic discord
9,support,Maybe more support videos ,mayb support video
9,glowbl,"My school used several programs (zoom, teams and glowbl) and it made the experience a bit strange as I had to constantly switch what I was using and double check I was on the right on ",school use sever program zoom team glowbl made experi bit strang constantli switch use doubl check right
9,headach,Less each day: sitting 6 hours in front of a computer gives headaches.. ,less day sit 6 hour front comput give headach
9,idk,Idk,idk
9,timet,the timetable,timet
9,major,I wouldn’t change anything major ,wouldn’t chang anyth major
9,tend,"Force students to turn camera on, so that all students tend to be here and focused",forc student turn camera student tend focus
9,exercis,"Not all teachers have the same technical abilities or knowledge so it would be nice if they knew better how to organise and present a zoom call. There needs to be a more concrete guideline of the exercises that students have to do outside the class. For some (ie French) the teachers have created a ton of exercises that feel impossible to finish within the week (and its stated that we don't need to do all of them but there is no clarification on which one we should focus on) and others haven't outlined at all how we are supposed to continue our learning experience outside the campus. So if the different subject teachers/professors could somehow get together so that there is a common consensus and outline about the exercises, this would be great and highly beneficial.",teacher technic abil knowledg would nice knew better organis present zoom call need concret guidelin exercis student outsid class ie french teacher creat ton exercis feel imposs finish within week state dont need clarif one focu other havent outlin suppos continu learn experi outsid campu differ subject teachersprofessor could somehow get togeth common consensu outlin exercis would great highli benefici
9,it,I have mixed feelings because it’s enjoyable to have more free time to do things at our own pace but it’s also really hard to do things in time when it’s needed,mix feel it’ enjoy free time thing pace it’ also realli hard thing time it’ need
9,defin,"I wish my teachers would have a defined upload schedule for giving us our course material, because it would then be way easier to plan ahead study sessions.",wish teacher would defin upload schedul give us cours materi would way easier plan ahead studi session
9,wifi,Wifi access 🙈,wifi access 🙈
9,ll,I think attendance should be obligatory because then I’ll get the motivation to take my lectures on time and not procrastinate on doing them.,think attend obligatori i’ll get motiv take lectur time procrastin
9,participativ,I 'd prefer them to be some kind of participativ form. I spent my whole lockdown in front of prerecorded lectures and it was pretty boring,prefer kind participativ form spent whole lockdown front prerecord lectur pretti bore
9,liveclass,I would either make the live-classes on Zoom shorter or include a few breaks in order to allows students to rest and be more focused when they need to pay attention ,would either make liveclass zoom shorter includ break order allow student rest focus need pay attent
9,contact,Find a way to have more contact with people,find way contact peopl
9,videochat,I would add more videochats with teachers and not just pre-recorded lectures which can be quite passive,would add videochat teacher prerecord lectur quit passiv
9,instructor,"The way the instructors interact with their students, some of them just stopped teaching us and we had to continue by ourselves to study for the exam with no material given at all. \nMore interaction with the instructors would also increase our motivation to study ",way instructor interact student stop teach us continu studi exam materi given nmore interact instructor would also increas motiv studi
9,keep,"If anything, the professors didn’t keep to a normal schedule. I tried to keep the same hours as usual but the teachers wouldn’t have always uploaded the work. :(",anyth professor didn’t keep normal schedul tri keep hour usual teacher wouldn’t alway upload work
9,document,Less uploaded documents and more videos,less upload document video
9,stimul,Have more videos because it is more stimulating ,video stimul
9,cant,I can't think of something,cant think someth
9,independ,Having more feedback on what we are doing because all of it feels too independent and like we're on our own,feedback feel independ like
9,spend,More guidance on the time we should spend on a lesson ,guidanc time spend lesson
9,worth,"more quizzes to stay engaged in the material, they're not checking in on us at all so it doesnt feel worth it to keep trying to get motivated ",quizz stay engag materi theyr check us doesnt feel worth keep tri get motiv
9,advanc,"They are not engaging at all, creating a debate that requires students to prepare in advance the subject studied could have been a better way.",engag creat debat requir student prepar advanc subject studi could better way
9,visibl,More Q&A time and better visibility as for where the semester is going,qa time better visibl semest go
9,dare,"I miss having oral explanations in classes, the human contact. I mean I used to dare more to raise my hand and ask verbally rather than having to send an email only for a question.",miss oral explan class human contact mean use dare rais hand ask verbal rather send email question
9,principl,Give more opportunity to students to ask questions when needed. The Q&A principle wasn't really very well put in place in my experience and we jad a serious lack of direct communication with the teachers.,give opportun student ask question need qa principl wasnt realli well put place experi jad seriou lack direct commun teacher
9,time,"Maybe more time to do the assignments, because if every instructors give all at the same time...",mayb time assign everi instructor give time
9,satisfi,"I don't have a satisfying answer right now, sorry. ",dont satisfi answer right sorri
9,plateform,I would change the way it was presented to us. The whole uni was overwhelmed and didn't make good decisions. I would have wanted actual live Zoom (or plateform) for lectures. ,would chang way present us whole uni overwhelm didnt make good decis would want actual live zoom plateform lectur
9,far,"More of them, only one teacher does them so far ",one teacher far
9,follow,More live videos using Zoom since uploaded content can get really hard to follow ,live video use zoom sinc upload content get realli hard follow
9,schoolmat,"I would add more group chats, to talk about the lessons with my schoolmates when it is done",would add group chat talk lesson schoolmat done
9,idk,Idk,idk
9,le,"Je ferais plus de cours sur zoom, car le lien avec les autres sont importants.",je ferai plu de cour sur zoom car le lien avec le autr sont import
9,here,"I would change everything. Our teachers simply didn’t no anything. No zooms, no sending assignments, no answering questions, just ""here’s the date of the exam, here’s what you’re supposed to know, good luck on your own"". It was despicable and everything needs rethinking in my university. ",would chang everyth teacher simpli didn’t anyth zoom send assign answer question here’ date exam here’ you’r suppos know good luck despic everyth need rethink univers
9,comun,It would be much better if every lecturer was engaged. Also some of them are not really good with comunication with students and how they should reach out.,would much better everi lectur engag also realli good comun student reach
9,effect,More effective assessment methods,effect assess method
9,surround,I would make them more engaging - lecturers would use different kinds of methods to teach us so we would be more interested and now distracted by our surroundings at home.,would make engag lectur would use differ kind method teach us would interest distract surround home
9,volum,"Less unguided independent study of too much material and instead more interactive learning methods. The volume of material to read and write about is too much and there's not enough guidance from the teachers and because in some classes we don't have virtual meetings at all, it doesn't feel as natural to ask for help.",less unguid independ studi much materi instead interact learn method volum materi read write much there enough guidanc teacher class dont virtual meet doesnt feel natur ask help
9,friendli,More friendly for people with Bad wifi ,friendli peopl bad wifi
9,friendli,More friendly for people with Bad wifi ,friendli peopl bad wifi
9,requir,"I would adjust the grading requirements. Some professors switched from simple exams to 40 pages long portfolios, which is inhumane considering that everyone changed their requirements to essays.",would adjust grade requir professor switch simpl exam 40 page long portfolio inhuman consid everyon chang requir essay
9,NA,...,
9,researchreadinggrammar,I would make them shorter and use them only for interaction/q&a purposes so that we can do research/reading/grammar etc individually ,would make shorter use interactionqa purpos researchreadinggrammar etc individu
9,toward,Less webcam; more empathy towards less technical equipment etc.; more geared towards technical isses  (e.g. scripts online),less webcam empathi toward less technic equip etc gear toward technic iss eg script onlin
9,assum,"Professors not assuming we have way more time for uni now that we don’t leave our house, the workload is so much worse than during a regular semester.",professor assum way time uni don’t leav hous workload much wors regular semest
9,doabl,Change the course plan so it is doable through online courses,chang cours plan doabl onlin cours
9,central,Preferably for me all courses should be on one platform - maybe even centralized from university which helps organization for students and professors as they wouldn't have to figure this out on their own ,prefer cours one platform mayb even central univers help organ student professor wouldnt figur
9,examin,I would like to have one way of teaching for all the courses. At the moment every teacher uses different methods which can be good but when it comes to examination it is not consistent. ,would like one way teach cours moment everi teacher use differ method good come examin consist
9,read,Less Reading ,less read
9,shortsmal,live/zoom just for Short/smaller discussions/meetings and main material uploaded ,livezoom shortsmal discussionsmeet main materi upload
9,actic,Less extra work and more engaging acticities since it gets boring quite easily,less extra work engag actic sinc get bore quit easili
9,isnt,One of my professors isn't doing any live lectures but instead let us study everything on our own with textbooks and offers something like office hours where you can ask questions if you have any. This isn't that great because that subject is a particularly difficult one which makes it even more difficult if you have to learn everything from scratch on your own.,one professor isnt live lectur instead let us studi everyth textbook offer someth like offic hour ask question isnt great subject particularli difficult one make even difficult learn everyth scratch
9,padlet,"I might consider making courses more interactive by taking advantage of online tools like Padlet, small-group discussion forums, and videos",might consid make cours interact take advantag onlin tool like padlet smallgroup discuss forum video
9,isnt,Mandatory cameras so that it isn't as easy to do other things,mandatori camera isnt easi thing
9,prerecord,Prerecordings,prerecord
9,ridicul,Not too long. I had 7 hour online lab which is ridiculous ,long 7 hour onlin lab ridicul
9,much,"Lower workload than during ""normal"" in person learning situations as it\'s much harder (in my opinion) to be responsible for as much work and being expected the same things while not having the same support or opportunities to educate yourself (for example our library is closed and we don\'t have access to all books online) ",lower workload normal person learn situat much harder opinion respons much work expect thing support opportun educ exampl librari close dont access book onlin
9,anonym,Way to ask questions anonymous ,way ask question anonym
9,longer,"Longer video calls for longer, more interesting discussions ",longer video call longer interest discuss
9,given,More Information given by the professors,inform given professor
9,age,There is always a lot of talking for ages when the same thing packed into an assignment would be far more engaging and less time consuming.,alway lot talk age thing pack assign would far engag less time consum
9,talk,"Less talking, more assignments ",less talk assign
9,talk,More powerpoint presentations during zoom meetings. Most of my teachers talk for 90mins straight and it is really hard to concentrate and not get distracted. My internet connection is also not the best so sometimes a few sentences get cut of so a written down version of what my teacher is talking about(or just a few important bullet points) during the zoom meetings would be very helpful.,powerpoint present zoom meet teacher talk 90min straight realli hard concentr get distract internet connect also best sometim sentenc get cut written version teacher talk aboutor import bullet point zoom meet would help
9,uasag,More webcam uasage would be helpful.,webcam uasag would help
9,problem,"I personally cannot really change the technical problems the servers of my uni currently have but constant connection problems are highly frustrating. Especially language courses are almost impossible to follow without proper connection. Also more active breaks designed by the professor, e.g. quick exercises ",person cannot realli chang technic problem server uni current constant connect problem highli frustrat especi languag cours almost imposs follow without proper connect also activ break design professor eg quick exercis
9,monolog,Monologes with presentations from my prof are so boring. When they are talking over an hour you can’t concentrate. ,monolog present prof bore talk hour can’t concentr
9,oblig,"More discussion, obligation to turn on the camera",discuss oblig turn camera
9,can,"I would probably enjoy mandatory break out sessions in some smaller lectures since it helps with concentration. But all in all they set online learning up quite well for the short amount of time they had. Also if you can’t attend a lecture and miss it, you can’t rewatch it in Germany due to privacy right restrictions.",would probabl enjoy mandatori break session smaller lectur sinc help concentr set onlin learn quit well short amount time also can’t attend lectur miss can’t rewatch germani due privaci right restrict
9,sunday,That everyone just writes emails whenever it fits them. For example sunday evening and than you have to plan your whole week new ,everyon write email whenev fit exampl sunday even plan whole week new
9,less,Less work,less work
9,answer,"People actually answering questions in live lectures. Most students just hide behind a switched off camera/mic and are very passive (me included). So there's always this awkward silence when a question is asked to the whole group. People only answer when they are called on by name, but that happens super rarely and only in very very small seminars",peopl actual answer question live lectur student hide behind switch cameram passiv includ there alway awkward silenc question ask whole group peopl answer call name happen super rare small seminar
9,feel,"I would like to feel less pressured into doing all of the homework, activities, tests, etc. I feel like my teachers are expecting too much of us.",would like feel less pressur homework activ test etc feel like teacher expect much us
9,ie,"I’d like more interactive material that I can use on my own (i.e. quizzes, etc.)",i’d like interact materi use ie quizz etc
9,mandatori,Making interaction mandatory. This forces students to pay more attention. ,make interact mandatori forc student pay attent
9,videocal,"All of them should have videocalls. I feel like some teachers just think they can put a huge amount of assignments on moodle and not even check them or give any feedback whatsoever, they don't get engaged/work if there's no videocall.",videocal feel like teacher think put huge amount assign moodl even check give feedback whatsoev dont get engagedwork there videocal
9,quizzessurvey,make them more interactive by using in call technologies i.e quizzes/surveys ,make interact use call technolog ie quizzessurvey
9,advanc,Get the material in advance to make taking notes easy ,get materi advanc make take note easi
9,dont,I don't like that some professors just upload texts and don't talk to us at all ,dont like professor upload text dont talk us
9,none,None,none
9,choos,I would choose to be sent into a break out room at least once in the session because it can get boring listening to a lecture delivered over a screen and allows you to discuss content ,would choos sent break room least session get bore listen lectur deliv screen allow discuss content
9,asynchron,Asynchronous modes of teaching,asynchron mode teach
9,medium,Use different mediums to present the content other than PowerPoint ,use differ medium present content powerpoint
9,90,Make them shorter (less than 90 minutes),make shorter less 90 minut
9,save,I would make it more interactive. I can understand the subject better when I have to think about it and save problems. ,would make interact understand subject better think save problem
9,stick,Prof should stick to set period of time for one lecture. ,prof stick set period time one lectur
9,virtual,"Less virtual meetings and more uploaded assignments, because I don't like to see myself on camera the whole time and it is really awkward to try discussing something virtually.",less virtual meet upload assign dont like see camera whole time realli awkward tri discuss someth virtual
9,solv,I would prefer the professor would be more supporting about our assignments because they are still very challenging and way to difficult to solve on your own. (I‘m studying Physics and it‘s a big part of our assignments to get together with other students and think about how to solve certain problems).,would prefer professor would support assign still challeng way difficult solv i‘m studi physic it‘ big part assign get togeth student think solv certain problem
9,exercis,"Its too much to do in too little time, so i would change the amount of exercises",much littl time would chang amount exercis
9,focus,I would make them shorter and with more breaks so it's easier to stay focused,would make shorter break easier stay focus
9,sound,Better video and sound quality,better video sound qualiti
9,switch,"I would switch all lectures exclusively, to recorded lectures beacuse it gives us the opportunity to really learn what is taught and enter a discussion with our colleagues about it. I would switch all practice classes to zoom/live lessons and modify it to a more interactive space (not the case right now) where we can come, discuss and apply the learned content.",would switch lectur exclus record lectur beacus give us opportun realli learn taught enter discuss colleagu would switch practic class zoomliv lesson modifi interact space case right come discuss appli learn content
9,littl,The presentation of examples or how things work by little videos for help ,present exampl thing work littl video help
9,summari,A summary of what we are about to do and how long it will take.,summari long take
9,faster,More structure meaning more detailed explanations on assignments and faster email responses ,structur mean detail explan assign faster email respons
9,everyth,Everything ,everyth
9,scar,I wish we would not only talk about the pre-work but engage with new topics. I also prefer small group instead of whole course discussions because no one is scarred to say their opinion.,wish would talk prework engag new topic also prefer small group instead whole cours discuss one scar say opinion
9,hour,Small breaks after 1 hour (my lectures are usually 3 hours long),small break 1 hour lectur usual 3 hour long
9,land,"I have quite bad internet connection because I live in the land side. That sucks, but my classes are totally well planned and I wouldn't know how to improve them.",quit bad internet connect live land side suck class total well plan wouldnt know improv
9,handn,More interaction and not call up students without them raising their hand.\n,interact call student without rais handn
9,handn,More interaction and not call up students without them raising their hand.\n,interact call student without rais handn
9,use,"Not to use old slides of PowerPoints but use new, updated and well researched ones",use old slide powerpoint use new updat well research one
9,rare, We should use more group activities! We use it too rarely also it's more engaging and enables us to interact with other students and not feel like we are studying on our own/ all alone at home,use group activ use rare also engag enabl us interact student feel like studi alon home
9,timeslot,"I would appreciate small time-slots to think about stuff or do an exercise on my own, because during a presentation, you rather listen than think",would appreci small timeslot think stuff exercis present rather listen think
9,pronunc,"Putting us in breakout rooms, it‘s just Not as efficient, especially for learning a Language, as you can never be 100% sure you‘re pronuncing something correctly or if your answer is correct ",put us breakout room it‘ effici especi learn languag never 100 sure you‘r pronunc someth correctli answer correct
9,whoever,"Having a better discussion system in place, currently whoever starts talking first gets to speak. It’s fairly unorganised.",better discuss system place current whoever start talk first get speak it’ fairli unorganis
9,let,Letting Students talk more,let student talk
9,perfectli,I would not change a thing since everything works perfectly fine,would chang thing sinc everyth work perfectli fine
9,eachoth,Maybe have extra meetings just to work together and motivate eachother ,mayb extra meet work togeth motiv eachoth
9,peer,I would use more peer to peer teaching methods,would use peer peer teach method
9,tire,"more group activities, because I find listening to a lecture online quite tiring",group activ find listen lectur onlin quit tire
9,monologu,Less of a monologue for some professors. ,less monologu professor
9,seek,"Instructors could be seeking more student engagement, instead of simply speaking monologues.",instructor could seek student engag instead simpli speak monologu
9,professorsn,I would really like to have more conversations and direct talks with my professors\n,would realli like convers direct talk professorsn
9,post,"We are not allowed to post code(study cs) in the forums but our Office hours are too full, so not everybody can get the help they need. But for a lot of problems an interaction via text or email would be enough. A section the forum where students can post code and ask questions that only our tutors and professors can see and answer would be helpful. ",allow post codestudi cs forum offic hour full everybodi get help need lot problem interact via text email would enough section forum student post code ask question tutor professor see answer would help
9,server,Seeing each other through video. Our servers break down if we all switch on our cameras.,see video server break switch camera
9,inclass,More in-class discussions ,inclass discuss
9,understab,Less stressful/more time to understabs the topicd,less stressfulmor time understab topicd
9,practic,More practical work ,practic work
9,server,The capacity of the server; it isn’t possible for all of us to leave or microphones / webcams open due to server overload ,capac server isn’t possibl us leav microphon webcam open due server overload
9,creativ,"Use more creative tools via Zoom, because it motivates me to learn and do things ",use creativ tool via zoom motiv learn thing
9,particip,More participation from students ,particip student
9,less,less is more ,less
9,tool,I would add more interactive tools ,would add interact tool
9,onlineclass,Shorter Online-Classes,shorter onlineclass
9,format,"Instructors are free to choose which format they want to use, but it would be better if all were using the same or a similar format. ",instructor free choos format want use would better use similar format
9,chat,More use of the chat in zoom meetings,use chat zoom meet
9,face,"Some courses e.g. field exercises are just not made to be online, I would have rather waited to have them face to face than force them into online format",cours eg field exercis made onlin would rather wait face face forc onlin format
9,histolog,They have us watch videos in which professors explain Histological pictures and then attend the usual 2-hour histology class meaning I have to spend almost twice as much time on it. Some of the videos are way too detailed and long as well (not relevant for exams or anything),us watch video professor explain histolog pictur attend usual 2hour histolog class mean spend almost twice much time video way detail long well relev exam anyth
9,assign,"Some of the assignments are designed to be discussed/ done at uni and not at home and they have not yet adapted them to the current situation, so adapting these assignments and some professors do not upload assignments on time ",assign design discuss done uni home yet adapt current situat adapt assign professor upload assign time
9,bodi,"I would like to introduce the mandatory attendance backe in group project, so every body would need to take part in the meetings. ",would like introduc mandatori attend back group project everi bodi would need take part meet
9,feedback,more feedback from the instructors,feedback instructor
9,mock,I would prefer it if there were regular check up/ mock tests because it is hard to know whether you have understood the new material.,would prefer regular check mock test hard know whether understood new materi
9,human,They would include actual human interaction ,would includ actual human interact
9,econometr,"One of my lectures doesn't really exist, so basically we have to read a book about statistics for econometrics and will have an exam based on that",one lectur doesnt realli exist basic read book statist econometr exam base
9,timet,"I would still keep up some kind of timetable, to have a structure to my day",would still keep kind timet structur day
9,anxieti,Having to have video on due to anxiety ,video due anxieti
9,instruct,I would want to get better instructions to understand how to prepare best for the exam.,would want get better instruct understand prepar best exam
9,appreci,I would appreciate better options to ask individual questions.,would appreci better option ask individu question
9,audio,Better audio,better audio
9,search,"I would like my professors to stick to one platform. It is so messy sometimes and you have to spend so much time searching for chats, forums and assignments.",would like professor stick one platform messi sometim spend much time search chat forum assign
9,curs,"I would limit the assignments and exercises for the students in each curse, because the students need to have enough time to do all the work properly.",would limit assign exercis student curs student need enough time work properli
9,regularli,To be posted more regularly because there currently are some technological issues,post regularli current technolog issu
9,truli,I believe that many instructors overload us with material as they think we have to work more than normally to truly understand the subject on our own which more often than not is just too much,believ mani instructor overload us materi think work normal truli understand subject often much
9,overview,Better overview of when to do what ,better overview
9,mit,"More feedback, more homework mit just independent learning",feedback homework mit independ learn
9,blackboard,"Less slides, and more explaining on the blackboard.",less slide explain blackboard
9,shi,I'd like more interaction and break out sessions because people seem a lot more shy online than they already are and I miss the social part of studying.,id like interact break session peopl seem lot shi onlin alreadi miss social part studi
9,rewatch,"I would have recorded Zoom meetings, so you have the option to ask questions right away, it also to rewatch the Lesson later. ",would record zoom meet option ask question right away also rewatch lesson later
9,workload, the workload is too much,workload much
9,fine,Im fine with how it is.,im fine
9,particip,The other students should participate more,student particip
9,integr,"Integrate more discussions, because i would have to pay more attention ",integr discuss would pay attent
9,podcast,More Video content Instead of Podcasts ,video content instead podcast
9,equal,I think it would be good to have more interactive lessons or at least some kind of assignments that pressure me to stay equally focused throughout the semester.,think would good interact lesson least kind assign pressur stay equal focus throughout semest
9,mani,I guess it really depends on how many courses you are taking per semester but usually they would not have so many mandatory assignments. And it would be even better when all courses have the same or a similar structure so it would be better overlooked by the students. Right now it’s just a juggling of all the deadlines. ,guess realli depend mani cours take per semest usual would mani mandatori assign would even better cours similar structur would better overlook student right it’ juggl deadlin
9,design,A different platform that is especially designed for online teaching ,differ platform especi design onlin teach
9,time,"A few of my classes have a higher work loud now, because the professors think they can explain the topics in more detail because there is no time limit really. But that's not as helpful as they think it is, because it's so time consuming and this time is missing in revision and studying itself.",class higher work loud professor think explain topic detail time limit realli that help think time consum time miss revis studi
9,bit,It's a bit too much. ,bit much
9,right,Can't think of one right now,cant think one right
9,warmup," I would try to add some/more social components (such as a 10 minute warm-up before the beginning of the actual course), because some modules can be very anonymous, especially in a seminars in which most people don't know each other.",would tri add somemor social compon 10 minut warmup begin actual cours modul anonym especi seminar peopl dont know
9,whilst,"More video chats, more group work, because I want to feel like I’m part of something and it motivates me, whilst individual online learning makes me less interested in the topic. ",video chat group work want feel like i’m part someth motiv whilst individu onlin learn make less interest topic
9,subject,"We only have online seminars for one specific subject right now, I would enjoy having them for all subjects, not all lecturers put quizzes inside their lecture which is a shame because it helps see how much you retained of what you just learned",onlin seminar one specif subject right would enjoy subject lectur put quizz insid lectur shame help see much retain learn
9,pf,Truly make it online and not just an adaption pf the offline material ,truli make onlin adapt pf offlin materi
9,pf,Truly make it online and not just an adaption pf the offline material ,truli make onlin adapt pf offlin materi
9,pf,Truly make it online and not just an adaption pf the offline material ,truli make onlin adapt pf offlin materi
9,object,"I would like clearer guidelines on the learning objectives of each class to be able to check my progress and understanding, maybe with quizzes for the current skill level.",would like clearer guidelin learn object class abl check progress understand mayb quizz current skill level
9,routin,Do something to keep a schedule! Having no routine is hard,someth keep schedul routin hard
9,structur,More structure ,structur
9,scoentif,"More interaction! I miss the scoentific exchange with others, its essential froh my field (Law)",interact miss scoentif exchang other essenti froh field law
9,mine,"Shorter, Mine are around 2 hours long",shorter mine around 2 hour long
9,NA,.,
9,somehow,The awkward silences in zoom meetings should be stopped somehow. Just call on someone. ,awkward silenc zoom meet stop somehow call someon
9,mani,"Too many assignments, more than normally!",mani assign normal
9,commun,More personal communication with our instructor,person commun instructor
9,onlinel,I would offer online/live Q&A appointments,would offer onlinel qa appoint
9,tone,The tone quality,tone qualiti
9,key,"Maybe like quizzes to test, if I actually got the key information and understood everything from the lecture (not graded, just for like Feedback purposes)",mayb like quizz test actual got key inform understood everyth lectur grade like feedback purpos
9,workload,"They take so much more time than before everything was online, so they really could make the workload a little bit less. ",take much time everyth onlin realli could make workload littl bit less
9,follow,I would want my professors to make video lectures easier to follow. The missing interaction and the video format can make them quite dense and hard to follow. ,would want professor make video lectur easier follow miss interact video format make quit dens hard follow
9,high,Consistent high quality internet connection.,consist high qualiti internet connect
9,mic,Allowing the students to turn off their cameras and mics if not asked a question because it helps me feel less stressed,allow student turn camera mic ask question help feel less stress
9,interv,Maybe shorter videos (e.g. 4 25 minute intervals instead of 1 hour straight),mayb shorter video eg 4 25 minut interv instead 1 hour straight
9,platform,"better online learning platform. My Unis platform is super slow, so it takes forever to download and upload materials/assignments. Also it's very confusing to get through and finding your way to the course material is very difficult. ",better onlin learn platform uni platform super slow take forev download upload materialsassign also confus get find way cours materi difficult
9,definit,"I wish we would get less assignments than we currently do. In most seminars, it is definitely more than in the semesters before. ",wish would get less assign current seminar definit semest
9,heap,"I would change the amount of materials and course requirements, because they feel quite overwhelming. Most instructors simply provide heaps of readings without any guidance (e.g. PowerPoint) ",would chang amount materi cours requir feel quit overwhelm instructor simpli provid heap read without guidanc eg powerpoint
9,organis,Better organisation,better organis
9,decid,All instructors decide on how they're going to do things,instructor decid theyr go thing
9,face,Less students so instructors could help us better individually as that is way more difficult if it's not possible face to face,less student instructor could help us better individu way difficult possibl face face
9,skill,The teachers need to learn more technical skills.,teacher need learn technic skill
9,instructor,Some instructors need to be more structured,instructor need structur
9,profit,I would make more live discussions because everyone can profit from the other participants answers and so on,would make live discuss everyon profit particip answer
9,resolv,The are many technical difficulties and to resolve them to make the learning easier would be great ,mani technic difficulti resolv make learn easier would great
9,peopl,Sounds weird but I don‘t like that 80% of participants in Zoom meetings do not show their face so it feels like only 5 people are actually „there“. I can understand that it‘s uncomfortable using those devices but still I would try to get more people using their cameras.,sound weird don‘t like 80 particip zoom meet show face feel like 5 peopl actual „there“ understand it‘ uncomfort use devic still would tri get peopl use camera
9,tool,"My teacher only use emails as a learning tool, we never do zoom meetings or group chats. Its one sided learning and I would change the aspects of it and use more various tools.",teacher use email learn tool never zoom meet group chat one side learn would chang aspect use variou tool
9,video,More videos ,video
9,offic,"Office hours or Q&A sessions for all subjects, not only a few",offic hour qa session subject
9,dates,I would like to have more „due dates” so that I am more motivated to do the work,would like „due dates” motiv work
9,unifi,A more unified approach - I have 8 lectures this semester and all are being handled differently and it’s just a lot to take in and remember,unifi approach 8 lectur semest handl differ it’ lot take rememb
9,chaptersmodul,Better overview about what chapters/modules need to be finished at a specific time. Otherwise it’s difficult to tell if you’re behind or ahead ,better overview chaptersmodul need finish specif time otherwis it’ difficult tell you’r behind ahead
9,script,"I wouldn‘t change a thing. I can study which any materials I want but only use the scripts, because it is comfortable and easy.",wouldn‘t chang thing studi materi want use script comfort easi
9,assign,"The assignments should all be uploaded in the same way, because it gets confusing( we had to send some assignments via post). ",assign upload way get confus send assign via post
9,fast,It’s a bit annoying if you have to answer a lot of questions about a text every week without any change in the task itself. It takes the motivation really fast because it is kind of boring.,it’ bit annoy answer lot question text everi week without chang task take motiv realli fast kind bore
9,professorsn,Better communication with the professors\n,better commun professorsn
9,light,They need to be more effective like actually uploading the material they are teaching because they go by them like in the speed of light,need effect like actual upload materi teach go like speed light
9,screenshar,"A better, more integrated video platform. Honestly, most of them really aren’t meant for online teaching and don’t have a cohesive design for chat, video, screen-sharing, and student conversation. It all gets a bit muddled and makes you less willing to participate. ",better integr video platform honestli realli aren’t meant onlin teach don’t cohes design chat video screenshar student convers get bit muddl make less will particip
9,NA,.,
9,cannot,i’d like them to be shorter because i cannot concentrate more than 3 hours of i’m not at school ,i’d like shorter cannot concentr 3 hour i’m school
9,poor,"The biggest problems that we face in my school are technical, for example poor WiFi connections &/or poor equipment (mics/cameras) from either the students or the professors",biggest problem face school technic exampl poor wifi connect poor equip micscamera either student professor
